"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
47,"What might the person do next after revealing more cartons in the box?","['Leave the store.', 'Start arranging the new cartons on the shelf.', 'Throw away the cartons.', 'Close the refrigerated display.']","Start arranging the new cartons on the shelf.","B","B) Start arranging the new cartons on the shelf.","B",100.0,"Prospective Reasoning"
57,"Why does the artist pick up a larger paintbrush after finishing the lines?","['To adds foliage details.', 'To clean the previous paintbrush.', 'To start a new painting.', 'To add a new color to the palette.']","To adds foliage details.","A","A) To adds foliage details.","A",100.0,"Causal Reasoning"
58,"What is likely the next step after dispensing all the paint colors onto the plastic sheet?","['The hand will spread the paint across the sheet.', 'The plastic sheet will be removed from the canvas.', 'Additional colors will be added.', 'The text ""CorreaArt"" will be erased.']","The plastic sheet will be removed from the canvas.","B","A) The hand will spread the paint across the sheet.","A",0.0,"Prospective Reasoning"
58,"Why does the paint mixture become deeper and richer in purple color right now?","['Because more orange paint was added.', 'Because more red and blue paint was added.', 'Because purple paint was added.', 'Because the palette knife was cleaned.']","Because more red and blue paint was added.","B","B) Because more red and blue paint was added.","B",100.0,"Causal Reasoning"
67,"Why is Mr. Bean constantly posing right now?","['Because he is trying to practice his modeling skills.', 'Because he is preparing for a photo shoot.', 'Because he is showing off his new outfit in front of a mirror.', 'Because he is imitating the characters on the television.']","Because he is imitating the characters on the television.","D","D) Because he is imitating the characters on the television.","D",100.0,"Causal Reasoning"
67,"Why does the bed get pulled out through the window?","['Because the man ties the rope to the bed.', 'Because the bed is on wheels.', 'Because the window is too large.', 'Because the bed is not secured properly to the floor.']","Because the man ties the rope to the bed.","A","A) Because the man ties the rope to the bed.","A",100.0,"Causal Reasoning"
67,"Why does the Mr. Bean peer through the door's mail slot or window?","['Because he lost his keys and is trying to see if anyone is home.', 'Because he heard a strange noise and wants to check what it is.', 'Because he wanted to observe the activities of the four people outside.', 'Because he is waiting for an important package to be delivered.']","Because he wanted to observe the activities of the four people outside.","C","C) Because he wanted to observe the activities of the four people outside.","C",100.0,"Causal Reasoning"
67,"Why does Mr.Bean drop their coat and bag?","['Because he realized he grabbed the wrong coat and bag.', 'Because he was startled by a sudden loud noise.', 'Because his disguise mission has ended.', 'Because he spotted someone he knows and wanted to quickly greet them.']","Because his disguise mission has ended.","C","C) Because his disguise mission has ended.","C",100.0,"Causal Reasoning"
67,"Why does the police officer react and possibly make a call for backup or additional assistance?","['Because the police officer needs to record the event.', 'Because the police officer needs to clock off for the day.', 'Because the police officer believes the photographs show a potential crime.', 'Because the police officer wants to review the photos later.']","Because the police officer believes the photographs show a potential crime.","C","C) Because the police officer believes the photographs show a potential crime.","C",100.0,"Causal Reasoning"
80,"Why are they two people shaking hands now?","['Because they just reached an important business agreement.', 'Because they appeared together in a photo when they were young.', 'Because they are meeting for the first time after many years.', 'Because they are congratulating each other on a job well done.']","Because they appeared together in a photo when they were young.","B","B) Because they appeared together in a photo when they were young.","B",100.0,"Causal Reasoning"
80,"Why is Mr. Bean very angry now?","['Because another person ate all the food in the refrigerator.', 'Because someone spilled a drink on his favorite chair.', 'Because his television stopped working during his favorite show.', 'Because he just realized he lost his wallet.']","Because another person ate all the food in the refrigerator.","A","A) Because another person ate all the food in the refrigerator.","A",100.0,"Causal Reasoning"
91,"What might the speaker discuss next?","['Calculating the perimeter of shapes.', 'Understanding different geometric figures.', 'The concept of Area.', 'The concept of volume.']","The concept of Area.","C","A) Calculating the perimeter of shapes.","A",0.0,"Prospective Reasoning"
91,"What formula might the speaker likely introduce next?","['Perimeter of a rectangle.', 'Volume of a cube.', 'Circumference of a circle.', 'Area of a triangle.']","Area of a triangle.","D","D) Area of a triangle.","D",100.0,"Prospective Reasoning"
91,"What might the speaker explain next?","['How to convert between different units of length.', 'The concept of volume measurement.', 'The perimeter of different shapes.', 'How to calculate the area of another shapes.']","How to calculate the area of another shapes.","D","D) How to calculate the area of another shapes.","D",100.0,"Prospective Reasoning"
91,"What might the speaker explain next?","['The angle of the base.', 'The formula for area.', 'The hypotenuse of the triangle.', 'The height of the triangle.']","The height of the triangle.","D","B) The formula for area.","B",0.0,"Prospective Reasoning"
91,"What might the speaker discuss next?","['Discussing the properties of different quadrilaterals.', 'Solving for the perimeter of the triangle.', 'Simplifying algebraic expressions.', 'Calculating the area of a different triangle.']","Calculating the area of a different triangle.","D","D) Calculating the area of a different triangle.","D",100.0,"Prospective Reasoning"
93,"What concept might the speaker explain next?","['How to visualize data on a graph.', 'The types of charts used in data representation.', 'Differences between continuous and discrete data.', 'Examples of data collection methods.']","Differences between continuous and discrete data.","C","B) The types of charts used in data representation.","B",0.0,"Prospective Reasoning"
93,"What might the speaker explain next?","['How to create a bar graph.', 'How to fill in the data in the data table.', 'How to interpret the data in the data table.', 'How to convert the data table into a pie chart.']","How to fill in the data in the data table.","B","B) How to fill in the data in the data table.","B",100.0,"Prospective Reasoning"
93,"What might the speaker explain next?","['The average precipitation in May.', 'The meaning of the scale on the graph.', 'The total annual precipitation.', 'The method used to calculate the average precipitation.']","The meaning of the scale on the graph.","B","B) The meaning of the scale on the graph.","B",100.0,"Prospective Reasoning"
93,"What might the speaker explain next?","['The use of the negative coordinate axis.', 'How the fluctuation in investment income impacts yearly analysis.', 'Strategies to improve investment returns.', 'The overall trend of investment income throughout the year.']","The overall trend of investment income throughout the year.","D","D) The overall trend of investment income throughout the year.","D",100.0,"Prospective Reasoning"
93,"What might the speaker explain next?","['Interpret the trends shown in the graphs.', 'Introduce new data sets for comparison.', 'Calculate the mean of the data sets.', 'Convert the temperatures to Celsius.']","Interpret the trends shown in the graphs.","A","A) Interpret the trends shown in the graphs.","A",100.0,"Prospective Reasoning"
97,"What is the man likely to do next after reaching out to grab another ingredient from the countertop?","['Serve the dish immediately.', 'Add the new ingredient to the frying pan.', 'Clean the countertop.', 'Turn off the stove.']","Add the new ingredient to the frying pan.","B","B) Add the new ingredient to the frying pan.","B",100.0,"Prospective Reasoning"
125,"What might the speaker explain next?","['How to add mixed numbers.', 'The subtraction of mixed numbers.', 'The multiplication of fractions.', 'The properties of whole numbers.']","How to add mixed numbers.","A","A) How to add mixed numbers.","A",100.0,"Prospective Reasoning"
125,"What might the speaker explain next?","['How to add those two mixed numbers.', 'The process of converting mixed numbers to improper fractions.', 'Subtracting mixed numbers.', 'The definition of mixed numbers.']","How to add those two mixed numbers.","A","A) How to add those two mixed numbers.","A",100.0,"Prospective Reasoning"
