"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
123,"What is located on the right side of the path right now?","['An open field.', 'A dense forest.', 'A farmhouse.', 'A shopping plaza.']","An open field.","A","A) An open field.","A",100.0,"Spatial Understanding"
123,"Where is the house with the brown roof located right now?","['On the right side of the road.', 'On the left side of the road.', 'Directly behind the cyclist.', 'In the middle of the forest.']","On the right side of the road.","A","A) On the right side of the road.","A",100.0,"Spatial Understanding"
123,"Where are the trees located right now?","['On the both sides of the road.', 'On the left side of the road.', 'In the middle of the road.', 'On the right side of the road.']","On the both sides of the road.","A","A) On the both sides of the road.","A",100.0,"Spatial Understanding"
123,"What is the black car parked right now?","['On the left side of the road.', 'On the both sides of the road.', 'On the right side of the road.', 'No black car.']","On the left side of the road.","A","A) On the left side of the road.","A",100.0,"Spatial Understanding"
124,"What is the price of the RTX 4080 shown right now?","['6499元.', '9499元.', '7499元.', '5499元.']","9499元.","B","B) 9499元.","B",100.0,"Text-Rich Understanding"
124,"What is highlighted as the top-performing graphics card right now according to the 3DMark Time Spy Extreme scores?","['RTX 3070.', 'RTX 4090.', 'RTX 4080.', 'RTX 3090 Ti.']","RTX 4090.","B","B) RTX 4090.","B",100.0,"Text-Rich Understanding"
124,"What is the average FPS score of the RTX 4080 at a resolution of 3840x2160 right now?","['124.', '118.', '100.', '82.']","100.","C","D) 82.","D",0.0,"Text-Rich Understanding"
124,"What is the marked performance percentage of the RTX 4090 right now?","['100%.', '121%.', '129%.', '166%.']","166%.","D","D) 166%.","D",100.0,"Text-Rich Understanding"
124,"What is the price of the RTX 4080 graphics card in yuan?","['5499 yuan.', '9499 yuan.', '11999 yuan.', '12999 yuan.']","9499 yuan.","B","B) 9499 yuan.","B",100.0,"Text-Rich Understanding"
125,"What might the speaker explain next?","['How to add mixed numbers.', 'The subtraction of mixed numbers.', 'The multiplication of fractions.', 'The properties of whole numbers.']","How to add mixed numbers.","A","A) How to add mixed numbers.","A",100.0,"Prospective Reasoning"
125,"What might the speaker explain next?","['How to add those two mixed numbers.', 'The process of converting mixed numbers to improper fractions.', 'Subtracting mixed numbers.', 'The definition of mixed numbers.']","How to add those two mixed numbers.","A","A) How to add those two mixed numbers.","A",100.0,"Prospective Reasoning"
125,"What might the speaker do next?","['How to add those two mixed numbers.', 'Subtract the fractions.', 'Multiply the fractions.', 'Divide the fractions.']","How to add those two mixed numbers.","A","A) How to add those two mixed numbers.","A",100.0,"Prospective Reasoning"
125,"What might the speaker explain next?","['How to add mixed numbers.', 'How to convert fractions to decimals.', 'The process of subtracting fractions.', 'How to add those two fractions numbers.']","How to add those two fractions numbers.","D","D) How to add those two fractions numbers.","D",100.0,"Prospective Reasoning"
125,"What might the speaker explain next?","['Adding the fractions together.', 'Converting the results back to whole numbers.', 'Finding a different common denominator.', 'Subtracting the fractions.']","Adding the fractions together.","A","A) Adding the fractions together.","A",100.0,"Prospective Reasoning"
126,"What phrase appears right now?","['""Links to the materials I used are in the video description."".', '""Merry Christmas and Happy New Year."".', '""Alcohol Ink Ornaments."".', '""Handmade Ornaments by Design."".']","""Alcohol Ink Ornaments."".","C","C) ""Alcohol Ink Ornaments.""","C",100.0,"Text-Rich Understanding"
126,"What are the gloved hands doing just now?","['Cutting the ornament into pieces.', 'Dispensing fluid into the ornament.', 'Painting the ornament.', 'Measuring the ornament with a ruler.']","Dispensing fluid into the ornament.","B","B) Dispensing fluid into the ornament.","B",100.0,"Action Recognition"
126,"What is the person doing right now?","['Holding a clear round ornament with golden streaks.', 'Applying additional golden ink to the ornament.', 'Mixing purple and blue ink in a container.', 'Holding an empty transparent container in their right hand.']","Applying additional golden ink to the ornament.","B","B) Applying additional golden ink to the ornament.","B",100.0,"Action Recognition"
126,"What is the person doing right now?","['Applying a clear coat to the ornament.', 'Inspecting the ornament for any areas that might need further enhancement.', 'Holding the bauble unpainted.', 'Removing paint from the mat.']","Inspecting the ornament for any areas that might need further enhancement.","B","B) Inspecting the ornament for any areas that might need further enhancement.","B",100.0,"Action Recognition"
126,"What is the person using right now?","['A pair of scissors.', ""A white tool labeled 'cricut'."", 'A ruler.', 'A pen.']","A white tool labeled 'cricut'.","B","B) A white tool labeled 'cricut'.","B",100.0,"Action Recognition"
127,"What did the cursor do just now?","[""Click on the 'Edit' button."", ""Click on the 'Upload Image' button."", 'Drag a file into the upload area.', 'Select a pattern fill option.']","Click on the 'Upload Image' button.","B","B) Click on the 'Upload Image' button.","B",100.0,"Action Recognition"
127,"What is the person doing right now?","['Adjusting the positioning of the soccer ball outline.', 'Reorganizing the ""Home"" name tag.', 'Tearing off the paper from the back of the white ring.', 'Weeding the ""Tracy"" decal.']","Tearing off the paper from the back of the white ring.","C","C) Tearing off the paper from the back of the white ring.","C",100.0,"Action Recognition"
127,"What is the person doing right now?","['Removing the transparent covering from the ""JOSH"" item.', 'Holding the white circular item aloft for inspection.', 'Removing the thin film from the surface of the green tennis ball icon.', 'Reaching for another adhesive design.']","Removing the thin film from the surface of the green tennis ball icon.","C","A) Removing the transparent covering from the ""JOSH"" item.","A",0.0,"Action Recognition"
127,"What is the person doing right now?","['Tearing the name ""JOSH"" sticker.', 'Applying the ""Nathan"" name card to the baseball sticker.', 'Cutting a new circular sticker.', 'Reaching for the ""Ryan"" sticker.']","Applying the ""Nathan"" name card to the baseball sticker.","B","B) Applying the ""Nathan"" name card to the baseball sticker.","B",100.0,"Action Recognition"
127,"What is the person doing right now?","['Pouring the liquid into the cup.', 'Placing the cap back on the first bottle.', 'Pouring the white granules from the pink bottle slowly into the cup.', 'Holding the cup and bottle separately.']","Pouring the white granules from the pink bottle slowly into the cup.","C","D) Holding the cup and bottle separately.","D",0.0,"Action Recognition"
128,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
128,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '1.']","1.","D","A)","A",0.0,"Counting"
128,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '5.', '6.', '0.']","5.","B","A)","A",0.0,"Counting"
128,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '4.', '3.', '6.']","6.","D","C)","C",0.0,"Counting"
128,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '9.', '8.', '6.']","9.","B","D) 6.","D",0.0,"Counting"
129,"Why is the teddy bear seen flying in the toy plane in the sky?","['Because someone threw the teddy bear.', 'Because the wind carried the teddy bear.', 'Because Mr. Bean uses a remote control to operate the toy plane.', 'Because the teddy bear has wings.']","Because Mr. Bean uses a remote control to operate the toy plane.","C","C) Because Mr. Bean uses a remote control to operate the toy plane.","C",100.0,"Causal Reasoning"
129,"Why does Mr.Bean climb the tree?","['Because Mr.Bean wants to retrieve the toy stuck in the tree.', 'Because Mr.Bean wants to collect leaves from the tree.', 'Because Mr.Bean wants a better view from the top of the tree.', 'Because Mr.Bean is practicing climbing skills.']","Because Mr.Bean wants to retrieve the toy stuck in the tree.","A","A) Because Mr.Bean wants to retrieve the toy stuck in the tree.","A",100.0,"Causal Reasoning"
129,"Why are the books stacked on the floor?","['Because there was no more space on the shelves.', 'As a step for the bird to walk down from the table.', 'Because the books were being sorted for donation.', 'Because they were recently used and not yet put away.']","As a step for the bird to walk down from the table.","B","A) Because there was no more space on the shelves.","A",0.0,"Causal Reasoning"
129,"Why does the bird fly out of the window with an item?","['Because the bird is building a nest and needs materials.', 'Because the bird is curious and wants to explore outside.', 'Because the bird is attracted to shiny objects.', 'Because this item is very precious, the bird wants to steal it away.']","Because this item is very precious, the bird wants to steal it away.","D","D) Because this item is very precious, the bird wants to steal it away","D",100.0,"Causal Reasoning"
129,"Where did Mr. Bean get all this gold from?","['Mr. Bean won it in a lottery.', 'Mr. Bean found it buried in his backyard.', ""The bird kept by Mr. Bean stole from the old lady's house."", 'Mr. Bean inherited it from a distant relative.']","The bird kept by Mr. Bean stole from the old lady's house.","C","C) The bird kept by Mr. Bean stole from the old lady's house","C",100.0,"Causal Reasoning"
130,"Which of the following options best summarizes the content of the video just shown?","['The vendor set up a beverage station with cups and straws, preparing for customers.', 'The vendor organized a set of condiments and napkins at the counter to facilitate customer use.', 'The vendor puts on glove, arranged hot dog buns, getting ready to serve customers.', 'The vendor cleaned and restocked a salad bar, ensuring it is ready for use.']","The vendor puts on glove, arranged hot dog buns, getting ready to serve customers.","C","C) The vendor puts on glove, arranged hot dog buns, getting ready","C",100.0,"Clips Summarize"
130,"Which of the following options best summarizes the actions observed just now?","['The individual prepared an omelet by whisking eggs and pouring them into a heated pan.', 'The individual assembled a sandwich by layering ingredients onto a slice of bread, cut it, and then served it.', 'The individual took a tortilla with a filling on it, placed it on a tray, and then moved away.', 'The individual arranged cookies on a tray and put them in the oven for baking.']","The individual took a tortilla with a filling on it, placed it on a tray, and then moved away.","C","B) The individual assembled a sandwich by layering ingredients onto a slice of bread","B",0.0,"Clips Summarize"
130,"Which of the following options best summarizes the content of the video just shown?","['The individual is preparing a sandwich by placing slices of meat onto a bun.', 'The individual is making a pizza by spreading cheese and meat on dough.', 'The individual is chopping vegetables for a salad close to a selection of various ingredients.', 'The individual is serving prepared hot dogs along with various condiments.']","The individual is preparing a sandwich by placing slices of meat onto a bun.","A","A) The individual is preparing a sandwich by placing slices of meat onto a bun","A",100.0,"Clips Summarize"
130,"Which of the following options best summarizes the food preparation process just now?","['The preparer slices bread, adds mayonnaise, and tosses in fried fish.', 'The preparer grills a hot dog, adds ketchup, and places it into a bun.', 'The preparer slices bread, adds lettuce, and a variety of vegetables, and tops it with chicken pieces.', 'The preparer makes a pizza, adding pepperoni and cheese before placing it into an oven.']","The preparer slices bread, adds lettuce, and a variety of vegetables, and tops it with chicken pieces.","C","C) The preparer slices bread, adds lettuce, and a variety of vegetables","C",100.0,"Clips Summarize"
130,"What action best summarizes the individual's task just now?","['The individual prepared a salad using fresh vegetables and topped it with dressing.', 'The individual assembled a sandwich by adding various ingredients and condiments.', 'The individual grilled a hamburger patty and added cheese before serving it.', 'The individual deep-fried snacks and served them with dipping sauces.']","The individual assembled a sandwich by adding various ingredients and condiments.","B","B) The individual assembled a sandwich by adding various ingredients and condiments.","B",100.0,"Clips Summarize"
131,"Which of the following options best summarizes the actions taken just now?","['The individual boiled pasta, mixed it with cheese sauce, and served it in a bowl.', 'The individual selected package items, assembled a burger with cheese, and added a meat patty.', 'The individual prepared a salad by washing vegetables, chopping them, and arranging them on a plate.', 'The individual set the table with cutlery, placed a glass of water, and served a main course.']","The individual selected package items, assembled a burger with cheese, and added a meat patty.","B","B) The individual selected package items, assembled a burger with cheese, and added","B",100.0,"Clips Summarize"
131,"Which of the following options best summarizes the actions taken just now?","['The individual boiled pasta, mixed it with cheese sauce, and served it in a bowl.', 'The individual baked a cake, decorated it with icing, and placed it on display.', 'The individual selected packaged items, assembled a breakfast burger with a meat patty, cheese, and a fried egg.', 'The individual prepared a salad by washing vegetables, chopping them, and arranging them on a plate.']","The individual selected packaged items, assembled a breakfast burger with a meat patty, cheese, and a fried egg.","C","C) The individual selected packaged items, assembled a breakfast burger with a meat p","C",100.0,"Clips Summarize"
131,"Which of the following options best summarizes the actions taken just now?","['The individual prepared a pizza by spreading sauce, adding toppings, and placing it in the oven.', 'The individual assembled a burger by retrieving sliced onions from refrigeration, adding them to the buns.', 'The individual baked biscuits, buttered them, and served them with jam.', 'The individual grilled chicken, seasoned it with herbs, and plated it with a side of vegetables.']","The individual assembled a burger by retrieving sliced onions from refrigeration, adding them to the buns.","B","B) The individual assembled a burger by retrieving sliced onions from refrigeration, adding","B",100.0,"Clips Summarize"
131,"Which of the following options best summarizes the actions taken just now?","['The individual grilled chicken breasts, added seasoning, and placed them on a platter.', 'The individual prepared a burger by retrieving a patty, adding cheese, and assembling it with a bun.', 'The individual baked cookies, sprinkled them with sugar, and placed them on a rack to cool.', 'The individual deep-fried french fries, salted them, and served them in a container.']","The individual prepared a burger by retrieving a patty, adding cheese, and assembling it with a bun.","B","B) The individual prepared a burger by retrieving a patty, adding cheese,","B",100.0,"Clips Summarize"
131,"Which of the following options best summarizes the actions taken just now?","['The individual baked cookies, cooled them on a rack, and packaged them in boxes.', 'The individual selected hash browns, packaged them in package.', 'The individual grilled sandwiches, wrapped them, and packed them into boxes.', 'The individual deep-fried chicken wings, added sauce, and arranged them on a plate.']","The individual selected hash browns, packaged them in package.","B","B) The individual selected hash browns, packaged them in package.","B",100.0,"Clips Summarize"
132,"What object is being pushed at the beginning of the video?","['A stroller.', 'A metal shopping cart.', 'A suitcase.', 'A wheelbarrow.']","A metal shopping cart.","B","B) A metal shopping cart.","B",100.0,"Object Recognition"
132,"What action is being performed by the person with gloved hands?","['Washing the tomatoes.', 'Rearranging and picking up tomatoes.', 'Cutting the tomatoes.', 'Weighing the tomatoes.']","Rearranging and picking up tomatoes.","B","B) Rearranging and picking up tomatoes.","B",100.0,"Action Recognition"
132,"What does the person do with the tomatoes that fell on the floor?","['Leaves them on the floor.', 'Places them in a plastic bag.', 'Puts them back in the shelf.', 'Throws them away.']","Puts them back in the shelf.","C","D) Throws them away.","D",0.0,"Action Recognition"
132,"What is the person holding in his hand right now?","['A red basket.', 'A plastic bag.', 'A cardboard tray.', 'A shopping list.']","A cardboard tray.","C","B) A plastic bag.","B",0.0,"Object Recognition"
132,"What price was displayed on the sign above the shelf with the pears?","['29.95.', '33.95.', '39.95.', '35.95.']","33.95.","B","B) 33.95.","B",100.0,"Text-Rich Understanding"
133,"What is the color of the frame of the artwork featuring the robot boy with a cheerful expression and arms raised?","['Black.', 'Orange.', 'Metallic gray.', 'Blue.']","Orange.","B","C) Metallic gray.","C",0.0,"Attribute Recognition"
133,"What was the general theme of the artworks displayed on the wall just now?","['Nature landscapes.', 'Abstract art.', 'A robot boy character.', 'Historical events.']","A robot boy character.","C","C) A robot boy character.","C",100.0,"Event Understanding"
133,"What name is displayed beneath the paintings of a tiger with a red flower on its head?","['TTODOA.', 'NAM JI HYUNG.', '""SERENE"".', '""ARTIST"".']","NAM JI HYUNG.","B","B) NAM JI HYUNG.","B",100.0,"Text-Rich Understanding"
133,"What is the spatial relationship between the tiger and panda painting and the illustration labeled ""TTODOA""?","['The tiger and panda painting is to the left of ""TTODOA"".', 'The tiger and panda painting is to the right of ""TTODOA"".', 'The tiger and panda painting is above ""TTODOA"".', 'The tiger and panda painting is below ""TTODOA"".']","The tiger and panda painting is to the left of ""TTODOA"".","A","A) The tiger and panda painting is to the left of ""TTODOA","A",100.0,"Spatial Understanding"
133,"What action does the camera take after focusing on the green object?","['Zooms out to show the entire gallery.', 'Moves to the floor.', 'Focuses on a different box.', 'Shifts to show a painting of a girl standing under balloons floating in the sky.']","Shifts to show a painting of a girl standing under balloons floating in the sky.","D","D) Shifts to show a painting of a girl standing under balloons floating in","D",100.0,"Action Recognition"
134,"Which of the following best describes the sequence of artworks shown just now?","['Large square painting, two smaller square artworks, another concentric circle piece.', 'Concentric circles, geometric triangles, vibrant circular piece.', 'Crisscrossing pattern, concentric circles, geometric triangles.', 'Vibrant circular piece, geometric triangles, crisscrossing pattern.']","Crisscrossing pattern, concentric circles, geometric triangles.","C","B) Concentric circles, geometric triangles, vibrant circular piece.","B",0.0,"Event Understanding"
134,"What is located to the left of the sculpture?","['A painting depicting people and a river.', 'A doorway.', 'Another sculpture.', 'A painting depicting mountains and people.']","A painting depicting mountains and people.","D","D) A painting depicting mountains and people.","D",100.0,"Spatial Understanding"
134,"What is depicted in the sculpture shown just now","['A person holding a tree.', 'A person holding a book.', 'A person holding a bird.', 'A person holding a house.']","A person holding a house.","D","D) A person holding a house.","D",100.0,"Object Recognition"
134,"What text is seen directly above the colorful painting shown right now?","['""Gallery of Modern Art"".', '""Sunset Landscape"".', '""Art Exhibition"".', '""Wonsook Kim"".']","""Wonsook Kim"".","D","D) ""Wonsook Kim"".","D",100.0,"Text-Rich Understanding"
134,"What text is displayed above the screen currently shown in the video?","['Gallery Name.', 'Exhibit Title.', ""Artist's Signature."", 'Jin Hyu Lee.']","Jin Hyu Lee.","D","D) Jin Hyu Lee.","D",100.0,"Text-Rich Understanding"
135,"What item is being held by a person at the beginning?","['A white plate with pasta.', 'A blue bowl with salad.', 'A black pan with meat.', 'A green cup with tea.']","A white plate with pasta.","A","A) A white plate with pasta.","A",100.0,"Object Recognition"
135,"What color are the slices of garlic as they are being cooked in the frying pan?","['White.', 'Green.', 'Caramelized.', 'Red.']","White.","A","C) Caramelized.","C",0.0,"Attribute Recognition"
135,"What is the person using to stir the pot containing noodles?","['Wooden spoon.', 'Plastic spatula.', 'Metal tongs.', 'Silicone whisk.']","Metal tongs.","C","A) Wooden spoon.","A",0.0,"Object Recognition"
135,"What is inside the frying pan right now?","['A mixture of vegetables, including green peas and diced tomatoes.', 'Boiling water with pasta.', 'Chicken and herbs.', 'A steak and mushrooms.']","A mixture of vegetables, including green peas and diced tomatoes.","A","A) A mixture of vegetables, including green peas and diced tomatoes.","A",100.0,"Object Recognition"
135,"What happens after the chef uses tongs to lift pasta out of the pot?","['The chef drains the pasta and sets it aside.', 'The chef transfers the pasta to the frying pan containing vegetables.', 'The chef adds seasoning to the boiling water.', 'The chef puts the pasta back into the boiling water.']","The chef transfers the pasta to the frying pan containing vegetables.","B","B) The chef transfers the pasta to the frying pan containing vegetables.","B",100.0,"Event Understanding"
136,"Why are the players in green and white striving to intercept the ball?","['They are warming up for the game.', 'They are practicing their defensive moves.', 'They are reacting to an offensive move toward the goal.', 'They are performing a choreographed play.']","They are reacting to an offensive move toward the goal.","C","C) They are reacting to an offensive move toward the goal.","C",100.0,"Causal Reasoning"
136,"What emblem appears at the beginning of the video?","['An animal symbol.', 'A football club shield.', 'A national flag.', 'A corporate logo.']","A football club shield.","B","B) A football club shield.","B",100.0,"Object Recognition"
136,"What was the score and the position of the teams right now?","['1-0, the team in blue and red is leading.', '2-0, the team in white is leading.', '2-0, the team in blue and red is leading.', '1-1, the teams are tied.']","2-0, the team in blue and red is leading.","C","C) 2-0, the team in blue and red is leading.","C",100.0,"Text-Rich Understanding"
136,"What is the updated score after the player in number 11 scored a goal?","['2-0.', '3-0.', '5-0.', '4-0.']","4-0.","D","B) 3-0.","B",0.0,"Event Understanding"
136,"What uniform does the player named ""JOAO CANCELO"" wear?","['Purple and white.', 'Red and blue striped.', 'Blue and yellow.', 'Green and black.']","Red and blue striped.","B","B) Red and blue striped.","B",100.0,"Attribute Recognition"
137,"Right now, which brand's logo is prominently displayed on the building?","['Starbucks.', 'Burger King.', 'KFC.', ""McDonald's.""]","McDonald's.","D","D) McDonald's.","D",100.0,"Object Recognition"
137,"Right now, which type of vehicle is marked with the logo ""VIA Touch""?","['A taxi.', 'A truck.', 'A police car.', 'A van.']","A van.","D","B) A truck.","B",0.0,"Object Recognition"
137,"What is the color of the awning next to the Duane Reade sign right now??","[""There's no awning."", 'Red.', 'White.', 'Green.']","There's no awning.","A","A) There's no awning.","A",100.0,"Attribute Recognition"
137,"What is indicated by the green sign to the left of the street corner currently?","['Bicycle route.', 'Parking is prohibited.', 'Pedestrian zone.', 'One-way street.']","Bicycle route.","A","A) Bicycle route.","A",100.0,"Text-Rich Understanding"
137,"What type of sign is installed at the street corner right now?","['One-Way Street.', 'No Parking.', 'Pedestrian Crossing.', 'Speed Limit.']","One-Way Street.","A","A) One-Way Street.","A",100.0,"Text-Rich Understanding"
138,"What does the subtitle below the title card read right now?","['""The New Era of Toy Racing"".', '""The Future of Car Racing"".', '""The Next Generation of Diecast Racing"".', '""Ultimate Toy Car Showdown"".']","""The Next Generation of Diecast Racing"".","C","C) ""The Next Generation of Diecast Racing"".","C",100.0,"Text-Rich Understanding"
138,"Which car is in the front row along with car #2.0 at the start of the race?","['Car #21.', 'Car #123.', 'Car #94.', 'Car #3.']","Car #21.","A","C) Car #94.","C",0.0,"Text-Rich Understanding"
138,"Which racing car won first place in this competition?","['The pink car.', 'The dark green car.', 'The light green car.', 'The blue car.']","The dark green car.","B","A) The pink car.","A",0.0,"Event Understanding"
138,"How many points does the second-place racer in Heat 3 have?","['4 points.', '6 points.', '10 points.', '13 points.']","10 points.","C","C) 10 points.","C",100.0,"Counting"
138,"What event is labeled ""Group 2 - Heat 4"" in the video?","['The finish line celebration.', 'The cars at the starting line.', 'The awards ceremony.', 'The scoreboard update.']","The cars at the starting line.","B","B) The cars at the starting line.","B",100.0,"Event Understanding"
139,"What might the speaker discuss next?","['The addition of decimals.', 'Converting fractions to decimals.', 'The subtraction of decimals.', 'The rules for multiplying decimals.']","The addition of decimals.","A","A) The addition of decimals.","A",100.0,"Prospective Reasoning"
139,"What is the teacher likely to explain next?","['How to correctly align the decimal points when adding.', 'How to subtract decimal numbers.', 'How to multiply decimal numbers.', 'How to divide decimal numbers.']","How to correctly align the decimal points when adding.","A","A) How to correctly align the decimal points when adding.","A",100.0,"Prospective Reasoning"
139,"What might the speaker explain next?","['How to multiply whole numbers.', 'The importance of carrying over digits.', 'The process of correctly placing the decimal in the product.', 'How to add the products from multiplication.']","The process of correctly placing the decimal in the product.","C","C) The process of correctly placing the decimal in the product.","C",100.0,"Prospective Reasoning"
139,"What topic might the speaker explain next?","['The steps for decimal addition.', 'The steps for decimal subtraction.', 'The principles of decimal division.', 'The basics of whole number multiplication.']","The principles of decimal division.","C","C) The principles of decimal division.","C",100.0,"Prospective Reasoning"
139,"What might the speaker discuss next?","['Simplifying square roots.', 'Finding least common multiples.', 'Shifting the decimal point in both numbers.', 'Converting decimals to fractions.']","Shifting the decimal point in both numbers.","C","C) Shifting the decimal point in both numbers.","C",100.0,"Prospective Reasoning"
140,"What is the person doing right now?","['watching his phone.', 'Turning on the headlights of the van.', ""Closing the van's rear door."", ""Opening the van's side door.""]","watching his phone.","A","C) Closing the van's rear door.","C",0.0,"Action Recognition"
140,"What is the person in the reflective vest doing right now?","['Checking the stock list.', 'Inspecting the vehicle.', 'Chatting with the live streamer.', 'Walking away from the vehicle.']","Checking the stock list.","A","D) Walking away from the vehicle.","D",0.0,"Action Recognition"
140,"What is the man doing right now?","['Driving a van through a city street.', 'Standing behind a box truck.', 'Walking toward a dark van.', 'Trying to open a box.']","Driving a van through a city street.","A","A) Driving a van through a city street.","A",100.0,"Action Recognition"
140,"How did the environment change just now?","['The vision turned neon green due to the activation of night vision.', 'The vehicle stopped at a traffic light.', 'The driver switched to a different lane.', 'The car encountered a roadblock.']","The vision turned neon green due to the activation of night vision.","A","B) The vehicle stopped at a traffic light.","B",0.0,"Action Recognition"
140,"What did the van do just now?","['Turned left onto a straight road.', 'Pulled into a rest area.', 'Stopped at a red light.', 'Entered a tunnel.']","Turned left onto a straight road.","A","A) Turned left onto a straight road.","A",100.0,"Action Recognition"
141,"Why does the older woman appear annoyed or angry?","['Because the character shouted loudly.', 'Because the character knocked on the door.', 'Because the character broke something.', 'Because the character disturbed her.']","Because the character disturbed her.","D","D) Because the character disturbed her.","D",100.0,"Causal Reasoning"
141,"Why does the man in the dirty car wave a money?","['Because he wanted Mr. Bean to help him wash his car.', 'Because he was offering to buy something from Mr. Bean.', 'Because he wanted to pay Mr. Bean for directions.', 'Because he was asking Mr. Bean for change.']","Because he wanted Mr. Bean to help him wash his car.","A","A) Because he wanted Mr. Bean to help him wash his car.","A",100.0,"Causal Reasoning"
141,"Why does the person start pedaling the bicycle?","['Because the person wants to generate electricity for a nearby device.', 'Because the person is testing the bicycle for a friend.', 'Because riding a bicycle can start the car wash machine.', 'Because the person needs to warm up before a race.']","Because riding a bicycle can start the car wash machine.","C","C) Because riding a bicycle can start the car wash machine.","C",100.0,"Causal Reasoning"
141,"Why do the woman and the driver sit down to have tea together?","['Because the woman and the driver know each other.', 'Because the man on the bicycle invited them to tea.', 'Because the car broke down and they had nothing else to do.', ""Because the driver's car is being cleaned.""]","Because the driver's car is being cleaned.","D","D) Because the driver's car is being cleaned.","D",100.0,"Causal Reasoning"
141,"Why is Mr. Bean looking for something now?","['Because he wanted to find something to clean the bird droppings that had fallen on the car.', 'Because he lost his keys and needs to find them.', 'Because he wants to find a tool to fix a flat tire.', 'Because he is searching for his misplaced wallet.']","Because he wanted to find something to clean the bird droppings that had fallen on the car.","A","A) Because he wanted to find something to clean the bird droppings that","A",100.0,"Causal Reasoning"
142,"What is the primary color of the lever located on the left side of the cockpit?","['Red.', 'Yellow.', 'Blue.', 'Green.']","Blue.","C","C) Blue.","C",100.0,"Attribute Recognition"
142,"What is the predominant color of the device on the right side of the cockpit?","['Green.', 'Blue.', 'Yellow.', 'Black.']","Black.","D","D) Black.","D",100.0,"Attribute Recognition"
142,"What is visible on the screen in the cockpit right now?","['A speedometer.', 'A map.', 'An altimeter.', 'A radar.']","A map.","B","B) A map.","B",100.0,"Object Recognition"
142,"What is the current weather condition outside the cockpit?","['Clear skies.', 'Cloudy skies with light rain.', 'Snowfall.', 'Heavy thunderstorms.']","Cloudy skies with light rain.","B","B) Cloudy skies with light rain.","B",100.0,"Attribute Recognition"
142,"What is the pilot holding in his left hand right now?","['A joystick.', 'A blue handle.', 'A map.', 'A throttle lever.']","A blue handle.","B","A) A joystick.","A",0.0,"Object Recognition"
143,"What does the individual seem to be doing just now?","['The individual is sorting order tickets and preparing them for meal preparation.', 'The individual is cleaning the countertop and washing dishes.', 'The individual is slicing vegetables and arranging them on plates.', 'The individual is taking orders from customers and entering them into a computer.']","The individual is sorting order tickets and preparing them for meal preparation.","A","A) The individual is sorting order tickets and preparing them for meal preparation.","A",100.0,"Clips Summarize"
143,"Which of the following options best summarizes the actions of the individuals taken just now?","['The chef picks up plates and arranges them on the counter, then prepares meat for cooking.', 'The chef did nothing, and colleagues selected fresh herbs to a container and others cook around the area.', 'The chef sets the table with forks and knives, while colleagues prepare beverage orders.', 'The chef chops vegetables and adds them to a soup, while colleagues focus on dessert preparation.']","The chef did nothing, and colleagues selected fresh herbs to a container and others cook around the area.","B","B) The chef did nothing, and colleagues selected fresh herbs to a container and","B",100.0,"Clips Summarize"
143,"Which of the following options best summarizes the actions taken by the individual just now?","['The individual served a finished dish to the customer and took a moment to clean the workspace.', 'The individual cooked a meal, plated it, and served it to a fellow chef in the kitchen.', 'The individual prepared and served several vegetables while coordinating with another chef in the busy kitchen.', 'The individual took ingredients from storage, prepped them, and started cooking them on the stove.']","The individual prepared and served several vegetables while coordinating with another chef in the busy kitchen.","C","C) The individual prepared and served several vegetables while coordinating with another chef in the","C",100.0,"Clips Summarize"
143,"Which of the following options best summarizes the actions just now?","['The individual boiled water, added pasta, and prepared a seafood dish.', 'The individual sautéed vegetables, seasoned them, and organized various ingredients on the counter.', 'The individual chopped vegetables, grilled them, and set them aside for plating.', 'The individual baked pastries, garnished them, and prepared them for serving.']","The individual sautéed vegetables, seasoned them, and organized various ingredients on the counter.","B","B) The individual sautéed vegetables, seasoned them, and organized various","B",100.0,"Clips Summarize"
143,"Which of the following options best summarizes the actions of the individual just now?","['The individual cleaned a table, set it with plates and cutlery, and prepared for serving customers.', 'The individual grabbed tongs, plated cooked greens on a dish, added sauce, and moved the dish to the side.', 'The individual grilled meat on a barbecue, basted it with sauce, and added it to a serving tray.', 'The individual blended ingredients in a mixer, poured them into a baking dish, and placed the dish in an oven.']","The individual grabbed tongs, plated cooked greens on a dish, added sauce, and moved the dish to the side.","B","B) The individual grabbed tongs, plated cooked greens on a dish, added","B",100.0,"Clips Summarize"
144,"What color is the traffic light now?","['Yellow.', 'Red.', 'Green.', 'Black.']","Red.","B","B) Red.","B",100.0,"Attribute Recognition"
144,"What is the position of the National Championships banner right now?","['On the front of the truck.', 'On the building to the left.', 'Hanging above the road.', 'On the ground below the cyclists.']","Hanging above the road.","C","B) On the building to the left.","B",0.0,"Spatial Understanding"
